experiment_id,machine,queue,target,variant,variant_kind,variant_description,gpu,status,started_at,finished_at,duration_seconds,duration_minutes,run_id,launch_id,embed_dropout,resid_dropout,drop_path,max_epochs,num_codebook_vectors,fox_remote_read_topk,fox_remote_read_topk_initial,fox_remote_read_topk_final,fox_remote_read_topk_release_start_train_steps,fox_remote_read_topk_release_end_train_steps,fox_remote_read_topk_schedule,fox_remote_read_topk_eval_policy,fox_gd_residual_dense_read_chunked,fox_gd_residual_rank,fox_gd_residual_write_topk,final_valid_loss,final_valid_accuracy,best_valid_accuracy,final_1024x256_accuracy,best_1024x256_accuracy,best_final_1024x256_gap,n_validation_summaries,n_validation_summary_lines,log_path,log_sha256,result_json,result_sha256,config_json,config_sha256,zoology_commit,flash_vqg_commit
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,2080ti,unified-2080ti-gpu0,r16-write-mass,r16-write-mass,fixed,P3 r16 with existing topk_mass_scaled write strength,0,completed,2026-07-05T08:57:39+08:00,2026-07-05T10:11:39+08:00,4440.0,74.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-r16-write-mass-s124-d123-b64ga4-2080ti-unified-2080ti-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-2080ti-r16-write-mass-unified-2080ti-gpu0-formal,0.1,0.0,0.0,1,64,16,,,0,0,linear_int,scheduled,False,16,4,0.762,0.906,0.906,0.505,0.505,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-2080ti-gpu0-20260705T020000Z/logs/r16-write-mass.log,242d94270ea990325e0178f157648619f35ae87255ca5176b0f4432603ce8f47,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-2080ti-gpu0-20260705T020000Z/results/r16-write-mass.json,4ecd23e406e83bef7f55d9a8b33c8bba349d4b08a60f0e67b5f25235a083306f,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-2080ti-gpu0-20260705T020000Z/configs/r16-write-mass.json,2e7eef2ad37996da8efb137f1f5a46033a5dd188765413e774aed02dcda3da48,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,2080ti,unified-2080ti-gpu0,r16-write-mass-injconf,r16-write-mass-injconf,fixed,P3 r16 with topk_mass_scaled write strength and injection confidence,0,completed,2026-07-05T10:11:51+08:00,2026-07-05T11:17:51+08:00,3960.0,66.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-r16-write-mass-injconf-s124-d123-b64ga4-2080ti-unified-2080ti-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-2080ti-r16-write-mass-injconf-unified-2080ti-gpu0-formal,0.1,0.0,0.0,1,64,16,,,0,0,linear_int,scheduled,False,16,4,1.01,0.861,0.861,0.376,0.376,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-2080ti-gpu0-20260705T020000Z/logs/r16-write-mass-injconf.log,6c5403e39310f4d48b40bbde5cca4a7db8b0d1a96734227caa04fc72cfa90d2a,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-2080ti-gpu0-20260705T020000Z/results/r16-write-mass-injconf.json,9526032246f69b0b33be7ea3ac6f29f4d7de8a928f358c05c0d1422adb37e50e,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-2080ti-gpu0-20260705T020000Z/configs/r16-write-mass-injconf.json,ff8d5c03fcffe884adde30bc9943e146f03695648367284749325fad49985e58,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,3090,unified-3090-gpu0,p0-fixed-r16-repro,p0-fixed-r16-repro,fixed,P0 same-seed fixed read_topk=16 repro,0,completed,2026-07-04T17:47:29+00:00,2026-07-04T18:29:29+00:00,2520.0,42.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-p0-fixed-r16-repro-s124-d123-b64ga4-3090-unified-3090-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-3090-p0-fixed-r16-repro-unified-3090-gpu0-formal,0.1,0.0,0.0,1,64,16,,,0,0,linear_int,scheduled,False,16,4,0.505,0.944,0.944,0.725,0.725,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/logs/p0-fixed-r16-repro.log,06ab8396fa0267fc9b060deaf3cfee4495cad8e1ec8e41602b42c284b94531b6,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/results/p0-fixed-r16-repro.json,727dfa8cfd1b7e7e2c1852b7d828d8c841c27c4a0fbf9a1b20f078c939f6fed7,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/configs/p0-fixed-r16-repro.json,b7e325867bb1bf2c1012cd051deb20064fb8e13a1a05e600070342c490065a6c,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,3090,unified-3090-gpu0,fixed-r24,fixed-r24,fixed,P1 fixed read_topk=24 r16-neighborhood screen,0,completed,2026-07-04T18:29:39+00:00,2026-07-04T19:15:39+00:00,2760.0,46.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-fixed-r24-s124-d123-b64ga4-3090-unified-3090-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-3090-fixed-r24-unified-3090-gpu0-formal,0.1,0.0,0.0,1,64,24,,,0,0,linear_int,scheduled,False,16,4,0.331,0.97,0.97,0.86,0.86,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/logs/fixed-r24.log,df9f5695a876ffc801cbedba44fbb8b9df70bfd5426e8253ac4ea290a07a58a4,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/results/fixed-r24.json,6ce2a3220539cb878f46c1065f614fdc3a980bebbf69b8d8cd2dc68992110214,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/configs/fixed-r24.json,258fe8a41ab09ac53a2f9f45d20ee28221eeaf5be359ca99f42d08ede218d75d,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,3090,unified-3090-gpu0,fixed-r32,fixed-r32,fixed,P1 fixed read_topk=32 r16-neighborhood screen,0,completed,2026-07-04T19:15:50+00:00,2026-07-04T19:59:50+00:00,2640.0,44.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-fixed-r32-s124-d123-b64ga4-3090-unified-3090-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-3090-fixed-r32-unified-3090-gpu0-formal,0.1,0.0,0.0,1,64,32,,,0,0,linear_int,scheduled,False,16,4,0.638,0.934,0.934,0.667,0.667,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/logs/fixed-r32.log,d221390ea97247e79a15f0371b107807681f7e80acd184f5b438e3f366588848,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/results/fixed-r32.json,6d5115b8204c86a54b0e9bf1a2812413f260c05dbb8efdc0dbc55a30432431e5,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/configs/fixed-r32.json,f14f077c17a8f5d17b2780447389d7d851aed2b8f80df0ac1cd15e5fbbe2139d,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,3090,unified-3090-gpu0,sched32to16-linear512,sched32to16-linear512,fixed,P1 scheduled read_topk 32->16 over 512 optimizer steps,0,completed,2026-07-04T20:00:01+00:00,2026-07-04T20:38:01+00:00,2280.0,38.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-sched32to16-linear512-s124-d123-b64ga4-3090-unified-3090-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-3090-sched32to16-linear512-unified-3090-gpu0-formal,0.1,0.0,0.0,1,64,,32,16,0,2048,linear_int,final,False,16,4,0.551,0.948,0.948,0.764,0.764,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/logs/sched32to16-linear512.log,c9378218549ec99bbe7559ac6b798ec2005519160fa889b1e16b8ccc8e18a15b,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/results/sched32to16-linear512.json,7545d4b0fde467b2340ef798ee6d349ab6929c662478c0ba62586e89b9f30393,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/configs/sched32to16-linear512.json,6e59b20d298e7f3c7dba62b0c64a89cdb7cce3023170d55ac9eb6260c464a175,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,3090,unified-3090-gpu0,sched16to8-linear512,sched16to8-linear512,fixed,P1 scheduled read_topk 16->8 over 512 optimizer steps,0,completed,2026-07-04T20:38:11+00:00,2026-07-04T21:10:11+00:00,1920.0,32.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-sched16to8-linear512-s124-d123-b64ga4-3090-unified-3090-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-3090-sched16to8-linear512-unified-3090-gpu0-formal,0.1,0.0,0.0,1,64,,16,8,0,2048,linear_int,final,False,16,4,1.62,0.873,0.873,0.503,0.503,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/logs/sched16to8-linear512.log,43071133cc8ac01d162bafc435591b228e9ac9dbbdc0823348ac68fff9544226,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/results/sched16to8-linear512.json,f004b3d0cf120c60d8808e016309aad438c7a5dc4fa5da6396b94c86dddaec43,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/configs/sched16to8-linear512.json,dbb94c892a59157c4965adcfccfdc67f4a5cbbbcc9570fb71709422a030447e8,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,3090,unified-3090-gpu0,trace-r2-readwrite-256,trace-r2-readwrite-256,fixed,P2 read snapshot plus inline update trace for read_topk=2,0,completed,2026-07-04T21:10:22+00:00,2026-07-04T21:20:22+00:00,600.0,10.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-trace-r2-readwrite-256-s124-d123-b64ga4-3090-unified-3090-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-3090-trace-r2-readwrite-256-unified-3090-gpu0-formal,0.1,0.0,0.0,1,64,2,,,0,0,linear_int,scheduled,False,16,4,8.39,0.000268,0.000304,0.00025,0.00025,0.0,2,4,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/logs/trace-r2-readwrite-256.log,2a3a855458aeffa0b53a115565531d4f21ee09153367d6382a4050809ab80317,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/results/trace-r2-readwrite-256.json,4c4128e86f5ef9fa52886a34d50d6fa628db1dc710b80e697396a789fcf2683a,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/configs/trace-r2-readwrite-256.json,3e78f928a3f1c334dfb157753372b60bdee1f2959ff2b87441a93047cec7c1ef,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,3090,unified-3090-gpu0,trace-r4-read-256,trace-r4-read-256,fixed,P2 read snapshot trace for read_topk=4,0,completed,2026-07-04T21:20:33+00:00,2026-07-04T21:30:33+00:00,600.0,10.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-trace-r4-read-256-s124-d123-b64ga4-3090-unified-3090-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-3090-trace-r4-read-256-unified-3090-gpu0-formal,0.1,0.0,0.0,1,64,4,,,0,0,linear_int,scheduled,False,16,4,8.39,0.000256,0.000305,0.000254,0.000254,0.0,2,4,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/logs/trace-r4-read-256.log,7a69ff663aeaa5354838231ae31e5481321d62ce0c05cfeaa20ce5bb11ffee38,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/results/trace-r4-read-256.json,bf5c7aeef8f1b3262d7099aadedec0cb6d437fca6a480feeacade08124ba0581,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/configs/trace-r4-read-256.json,21987430bc8233b8166fb2aeb35b52a73f7dec821efb3869ac6a74ec415bf423,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,3090,unified-3090-gpu0,trace-r16-readwrite-256,trace-r16-readwrite-256,fixed,P2 read snapshot plus inline update trace for read_topk=16,0,completed,2026-07-04T21:30:43+00:00,2026-07-04T21:42:43+00:00,720.0,12.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-trace-r16-readwrite-256-s124-d123-b64ga4-3090-unified-3090-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-3090-trace-r16-readwrite-256-unified-3090-gpu0-formal,0.1,0.0,0.0,1,64,16,,,0,0,linear_int,scheduled,False,16,4,8.39,0.000266,0.000266,0.000254,0.000258,3.999999999999989e-06,2,4,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/logs/trace-r16-readwrite-256.log,2fb3c5c0a0e33d41cdd43cf8e700d991e926439b2e8f6d01cbcb2da0ace8fc59,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/results/trace-r16-readwrite-256.json,ff12f59230b08fd3b432e90bf6de4fb3b8eb740831655e6701fc1f72e34b54ee,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/configs/trace-r16-readwrite-256.json,84bc4ea2bcd0853ca36108c92f7d04e423a5d98ea8ed573f996df932cfdaaf63,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,3090,unified-3090-gpu0,trace-r64-read-256,trace-r64-read-256,fixed,P2 read snapshot trace for read_topk=64,0,completed,2026-07-04T21:42:54+00:00,2026-07-04T21:54:54+00:00,720.0,12.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-trace-r64-read-256-s124-d123-b64ga4-3090-unified-3090-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-3090-trace-r64-read-256-unified-3090-gpu0-formal,0.1,0.0,0.0,1,64,64,,,0,0,linear_int,scheduled,True,16,4,8.39,0.000265,0.000305,0.000254,0.000254,0.0,2,4,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/logs/trace-r64-read-256.log,c8d6b37afe1aa3ce55d5599305bc47f7a5d14b66b17c76d6afb68eed6b0334e8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/results/trace-r64-read-256.json,301d4ce1a3e7f281029357ee7e00e31ccd7d0caf4d68cc645a5e29357ee25416,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/configs/trace-r64-read-256.json,671686428040956b7d702b5c2a9a21f6bd1c1909ce1a8cd036ab637db62cfe60,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,3090,unified-3090-gpu0,r16-injconf,r16-injconf,fixed,P3 r16 with read-confidence-gated residual injection,0,completed,2026-07-04T21:55:04+00:00,2026-07-04T22:43:04+00:00,2880.0,48.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-r16-injconf-s124-d123-b64ga4-3090-unified-3090-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-3090-r16-injconf-unified-3090-gpu0-formal,0.1,0.0,0.0,1,64,16,,,0,0,linear_int,scheduled,False,16,4,0.777,0.915,0.915,0.568,0.568,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/logs/r16-injconf.log,ec23882d1cbba0dde8e0bce36ace52880b8dfd381c619233969b6426b8041da2,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/results/r16-injconf.json,63b78abb0b5dc5efc42529a5fa35f3ea4869eb70445661c96abceace422718d1,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/configs/r16-injconf.json,afd22062bedaf0891b0ab4922dd70707a04a5b94585991d383b8dd997dad00d9,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,3090,unified-3090-gpu0,r16-softread,r16-softread,fixed,P3 r16 with read softmargin inside selected topk,0,completed,2026-07-04T22:43:15+00:00,2026-07-04T23:25:15+00:00,2520.0,42.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-r16-softread-s124-d123-b64ga4-3090-unified-3090-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-3090-r16-softread-unified-3090-gpu0-formal,0.1,0.0,0.0,1,64,16,,,0,0,linear_int,scheduled,False,16,4,0.248,0.982,0.982,0.9,0.9,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/logs/r16-softread.log,3b90d2e739ec3198ad4e77d6ed55b45e06be5d98adcfba6f2d61230b572ba3ed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/results/r16-softread.json,ff46f5e21a2188e41aa5e3f1179134ce69664f7f355c95933dfb7fd1efb69e91,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/configs/r16-softread.json,09231f54ee1574f9b033f46323f78402a22d958c845e07492f76b73723067f19,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,3090,unified-3090-gpu0,r16-softread-injconf,r16-softread-injconf,fixed,P3 r16 with read softmargin and read-confidence-gated injection,0,completed,2026-07-04T23:25:25+00:00,2026-07-05T00:03:25+00:00,2280.0,38.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-r16-softread-injconf-s124-d123-b64ga4-3090-unified-3090-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-3090-r16-softread-injconf-unified-3090-gpu0-formal,0.1,0.0,0.0,1,64,16,,,0,0,linear_int,scheduled,False,16,4,1.18,0.871,0.871,0.402,0.402,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/logs/r16-softread-injconf.log,954169efe3d387c18b1982df18284e08e4d55c6e2ee69933e4d23b737f3fa6de,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/results/r16-softread-injconf.json,1cb2c43f17c4fdcdb9f2d4558a45d8282cd34845c61bb64edef50014a25ee3a1,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/configs/r16-softread-injconf.json,14e425a4073081a526ef6c8c734752c00f38beadfc4c07a188a37155fda25467,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,3090,unified-3090-gpu0,r2-injconf,r2-injconf,fixed,P3 r2 rescue with read-confidence-gated residual injection,0,completed,2026-07-05T00:03:36+00:00,2026-07-05T00:45:36+00:00,2520.0,42.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-r2-injconf-s124-d123-b64ga4-3090-unified-3090-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-3090-r2-injconf-unified-3090-gpu0-formal,0.1,0.0,0.0,1,64,2,,,0,0,linear_int,scheduled,False,16,4,0.25,0.98,0.98,0.897,0.897,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/logs/r2-injconf.log,ee5073c62fe6d8431043de5c5568a59f34234c0cede69bc13ff9a8d058d8ae0b,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/results/r2-injconf.json,9c7459dfe7f3e721e778e3c0f59be4d21fbabc5f36e91ce6dfde37d708b01d80,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/configs/r2-injconf.json,04150a2ce0d119713a08865c879948c2d60f5f438ee9823b384b484ee00d7c19,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,3090,unified-3090-gpu0,r16-write-mass,r16-write-mass,fixed,P3 r16 with existing topk_mass_scaled write strength,0,completed,2026-07-05T00:45:47+00:00,2026-07-05T01:35:47+00:00,3000.0,50.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-r16-write-mass-s124-d123-b64ga4-3090-unified-3090-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-3090-r16-write-mass-unified-3090-gpu0-formal,0.1,0.0,0.0,1,64,16,,,0,0,linear_int,scheduled,False,16,4,0.574,0.932,0.932,0.623,0.623,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/logs/r16-write-mass.log,9892c61714559dc1f2743e3ca92a488a3d944a70d6bf23a94d4a8a7527db7857,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/results/r16-write-mass.json,4aa9e06a45e37c4b0260be0749cd70ff54ba4745b40a94c1cd7a22d2b5eb09d5,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/configs/r16-write-mass.json,08cbfba511b929af8376ec4dc671c5ce93e7b9de9840145abc5fb4e4beaf7b00,e9f1651,dc558cf
20260705-01-flash-vqg-default-dropout-r16-support-aware-unified,3090,unified-3090-gpu0,r16-write-mass-injconf,r16-write-mass-injconf,fixed,P3 r16 with topk_mass_scaled write strength and injection confidence,0,completed,2026-07-05T01:35:57+00:00,2026-07-05T02:19:57+00:00,2640.0,44.0,20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-r16-write-mass-injconf-s124-d123-b64ga4-3090-unified-3090-gpu0-formal,fvqg-20260705-01-flash-vqg-default-dropout-r16-support-aware-unified-3090-r16-write-mass-injconf-unified-3090-gpu0-formal,0.1,0.0,0.0,1,64,16,,,0,0,linear_int,scheduled,False,16,4,0.625,0.929,0.929,0.643,0.643,0.0,4,8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/logs/r16-write-mass-injconf.log,bf7b8d5cef077568ff8a7d09c9622c1ffe21d4fdf040763c161cfd06bfb9cea5,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/results/r16-write-mass-injconf.json,3f50fcf0a2884188a152648855ed47a7a5d9f832e5d50232df125367c4020855,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260705-01-flash-vqg-default-dropout-r16-support-aware-unified/outputs/unified-3090-gpu0-20260705T020000Z/configs/r16-write-mass-injconf.json,72c284e064282ee1112d8ce91fba466f299a2b933dd8fa52f900978edafc0860,e9f1651,dc558cf
